,P,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,51N,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,52N,53N,54N
34,188,1217,1221,1174,1132,1135,1089,1049,1051,1004,936,1231,815,771,756,728,685,640,613,595,557,532,520,456,434,413,368,361,325,282,271,239,195,26,0,15,58,71,102,194,230,276,314,356,0,508,0,590,0,669,1063,1110,1200,1286,694,745,787,834,879,432,441,471,501,524,556,569,466,487,507,566,586,609,664,686,712,774,796,815,874,892,917,975,994,1014,1074,1099,1121,1154,1239,1330
35,222,1211,1217,1171,1127,1130,1084,1044,1053,1006,930,1097,830,786,771,743,700,655,626,611,573,548,537,483,461,428,384,377,342,283,289,260,214,45,15,0,44,59,87,174,214,255,296,336,0,490,0,573,0,654,1167,1214,1303,1295,702,750,794,508,469,427,434,468,494,520,555,560,487,508,528,588,609,628,687,708,728,793,814,833,893,913,933,992,1014,1034,1094,1115,1135,887,799,709
36,267,1255,1258,1212,1168,1171,1125,1085,1087,1040,974,1092,872,828,813,785,742,697,670,654,634,583,568,515,503,470,429,415,384,344,326,295,252,87,58,44,0,14,44,131,170,211,252,292,0,445,0,530,0,661,1023,1170,1259,1251,658,706,750,464,425,383,390,424,450,476,511,516,534,552,572,632,653,672,731,752,772,837,858,877,937,957,977,1036,1058,1078,1138,1159,1179,844,755,664
37,263,1210,1190,1180,1125,1105,1095,1040,1020,1010,930,915,890,845,830,800,760,715,685,670,631,604,595,535,512,487,447,434,397,355,344,313,268,102,71,59,14,0,29,115,156,197,237,278,0,431,0,515,0,596,1008,1155,1244,1236,643,691,735,449,410,367,374,408,434,460,451,500,542,568,588,648,669,687,747,768,788,853,874,893,953,973,993,1052,1074,1094,1154,1175,1195,829,740,649
38,300,1299,1303,1257,1213,1216,1170,1130,1132,1085,1018,1185,916,872,857,829,686,641,713,772,660,634,622,563,542,516,475,458,427,386,373,342,300,133,102,87,44,29,0,87,126,168,208,249,0,402,0,485,0,566,966,1011,1200,1192,599,647,691,405,366,338,345,379,405,431,422,471,571,597,617,677,698,716,776,797,817,882,903,922,982,1002,1022,1081,1103,1123,1183,1204,1224,797,711,619
39,389,1387,1391,1345,1301,1303,1257,1217,1219,1172,1102,1271,1003,959,944,916,873,828,800,771,740,719,698,648,615,600,560,545,515,470,457,428,385,221,194,174,131,115,87,0,43,89,131,165,0,325,0,409,0,493,873,923,1012,1104,511,559,603,656,696,331,348,372,406,439,459,470,651,681,712,759,776,798,853,876,900,952,976,995,1048,1078,1103,1154,1177,1201,1254,1276,1299,964,1056,1145
40,440,1431,1434,1388,1344,1347,1301,1261,1263,1216,1143,1312,1010,966,951,923,880,835,841,824,790,760,749,690,670,641,601,587,554,513,499,469,421,259,230,214,170,156,126,43,0,41,80,120,0,276,0,359,0,440,762,715,625,537,469,516,558,604,545,371,398,412,446,479,499,510,691,721,752,799,816,838,893,916,940,992,1016,1035,1088,1118,1143,1194,1217,1241,1294,1316,1339,678,593,500
41,466,1519,1523,1477,1433,1437,1391,1351,1353,1306,1185,1353,1085,1041,1026,998,955,910,882,867,831,806,792,728,712,682,641,624,597,556,542,511,464,301,276,255,211,197,168,89,41,0,42,82,0,236,0,318,0,399,722,675,585,497,429,476,518,564,505,411,438,452,486,519,539,550,731,761,792,839,856,878,933,956,980,1032,1056,1075,1128,1158,1183,1234,1257,1281,1334,1356,1379,639,552,461
42,495,1563,1566,1520,1476,1479,1433,1393,1395,1348,1227,1393,1025,981,966,928,885,810,922,908,871,845,830,773,751,724,682,668,635,596,582,549,507,343,314,296,252,237,208,131,80,42,0,42,0,195,0,278,0,359,682,635,545,457,389,436,478,524,465,452,479,492,527,559,579,590,772,802,833,880,897,919,974,997,1031,1073,1097,1116,1169,1199,1224,1275,1298,1322,1375,1397,1420,598,510,420
43,540,1607,1610,1565,1521,1524,1478,1438,1440,1393,1269,1435,1165,1121,1106,1078,1035,990,962,947,910,884,873,816,781,767,725,714,674,639,622,590,548,383,356,336,292,278,249,165,120,82,42,0,0,153,0,237,0,317,642,595,505,417,349,396,438,484,425,493,520,533,568,600,620,631,813,843,874,921,938,959,1014,1037,1071,1113,1137,1156,1209,1239,1264,1315,1338,1362,1415,1437,1460,557,469,379
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,693,1739,1743,1697,1653,1657,1611,1571,1574,1527,1419,1588,1319,1275,1260,1178,1135,1090,1116,1105,1049,1041,1024,966,944,907,876,847,833,791,774,746,704,533,508,490,445,431,402,325,276,236,195,153,0,0,0,84,0,165,553,600,689,777,395,444,486,534,574,647,674,687,722,754,774,785,967,992,1028,1075,1092,1113,1168,1191,1225,1267,1291,1310,1363,1393,1418,1469,1492,1516,1569,1591,1614,604,507,417
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,791,1827,1830,1784,1740,1743,1697,1657,1669,1622,1500,1669,1042,998,983,955,912,867,1199,1194,1146,1120,1110,1048,1031,1001,957,944,918,874,856,824,785,615,590,573,530,515,485,409,359,318,278,237,0,84,0,0,0,82,477,524,613,701,485,530,570,620,660,732,859,772,807,839,859,870,1052,1077,1113,1160,1177,1198,1253,1276,1310,1352,1376,1395,1448,1478,1503,1554,1577,1601,1654,1676,1699,575,590,500
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,880,1915,1918,1872,1828,1831,1785,1745,1747,1700,1580,1751,1484,1440,1425,1397,1354,1309,1280,1268,1231,1203,1193,1128,1115,1086,1045,1027,999,951,937,910,866,704,669,654,661,596,566,493,440,399,359,317,0,165,0,82,0,0,396,443,532,620,555,602,645,692,732,815,942,855,890,922,942,953,1135,1160,1196,1243,1260,1281,1336,1359,1393,1435,1459,1478,1531,1561,1586,1637,1660,1684,1737,1759,1782,494,575,581
51N,1164,1959,1963,1917,1873,1876,1830,1790,1793,1746,1609,2121,-2163,1769,1752,1724,1680,1638,1570,1658,1617,1573,1569,1514,1493,1471,1421,1411,1384,1341,1327,1298,1258,1087,1063,1167,1023,1008,966,873,762,722,682,642,0,553,0,477,0,396,0,47,137,225,350,400,438,486,527,614,619,655,679,706,740,745,1535,1555,1575,1636,1656,1677,1735,1757,1777,1837,1856,1877,1937,1956,1977,2037,2057,2078,2137,2158,2176,90,177,266
51,1115,2411,2414,2368,2362,2365,2319,2279,2282,2235,1605,1982,2210,1721,1704,1676,1632,1590,1617,1705,1672,1622,1616,1562,1549,1522,1479,1463,1438,1397,1376,1351,1305,1138,1110,1214,1170,1155,1011,923,715,675,635,595,0,600,0,524,0,443,47,0,88,177,300,350,390,437,477,565,570,606,630,657,691,696,1584,1604,1624,1685,1705,1726,1784,1806,1826,1886,1905,1926,1986,2005,2026,2086,2106,2127,2186,2207,2225,40,128,218
52,1025,2499,2502,2456,2412,2415,2369,2329,2332,2285,1523,1811,1956,1633,1616,1588,1544,1502,1705,1793,1766,1712,1703,1650,1641,1608,1568,1556,1528,1487,1472,1441,1396,1226,1200,1303,1259,1244,1200,1012,625,585,545,505,0,689,0,613,0,532,137,88,0,88,210,260,300,350,390,477,482,518,542,569,603,608,1328,1350,1370,1430,1451,1471,1530,1550,1570,1630,1651,1672,1731,1751,1770,1830,1850,1870,1930,1945,1970,47,40,131
53,936,2051,2054,2008,1964,1967,1921,1881,1883,1836,1411,1723,1867,1544,1527,1499,1455,1413,1794,1890,1854,1800,1790,1738,1730,1705,1663,1647,1613,1570,1556,1528,1484,1317,1286,1295,1251,1236,1192,1104,537,497,457,417,0,777,0,701,0,620,225,177,88,0,125,173,213,261,302,390,397,431,456,481,516,522,1226,1247,1276,1326,1348,1370,1427,1448,1469,1529,1549,1569,1629,1649,1669,1729,1749,1769,1829,1850,1870,137,48,41
54,816,1994,1997,1951,2007,2010,1966,1926,1928,1881,1391,1763,1794,1419,1394,1366,1322,1280,1314,1284,1252,1221,1203,1149,1129,1100,1059,1045,1014,977,960,932,893,720,694,702,658,643,599,511,469,429,389,349,0,395,0,485,0,555,350,300,210,125,0,49,90,138,178,267,273,307,332,357,392,398,1111,1132,1152,1212,1232,1252,1312,1332,1352,1412,1432,1452,1512,1532,1552,1612,1632,1652,1712,1732,1752,261,169,83
55,765,2036,2039,1993,1949,1952,1908,1868,1870,1823,1417,1844,1846,1370,1353,1325,1281,1239,1361,1331,1310,1270,1256,1197,1182,1150,1115,1100,1065,1028,1013,979,942,774,745,750,706,691,647,559,516,476,436,396,0,444,0,530,0,602,400,350,260,173,49,0,41,89,130,218,225,258,284,308,343,349,1058,1080,1100,1158,1178,1200,1260,1280,1300,1360,1380,1400,1460,1480,1500,1560,1580,1600,1660,1680,1700,306,219,130
56,726,2082,2085,2039,1995,1998,1954,1914,1916,1869,1480,1641,1887,1329,1312,1284,1240,1198,1402,1377,1352,1310,1296,1236,1223,1197,1158,1144,1103,1073,1054,1027,982,813,787,794,750,735,691,603,558,518,478,438,0,486,0,570,0,645,438,390,300,213,90,41,0,49,89,178,184,219,243,268,303,309,1022,1042,1062,1122,1142,1162,1222,1242,1262,1322,1342,1362,1422,1442,1462,1522,1542,1562,1624,1644,1664,349,259,170
57,678,1500,1505,1459,1415,1418,1374,1344,1346,1299,1173,1595,1599,1281,1264,1236,1192,1150,1450,1425,1391,1356,1348,1285,1275,1248,1207,1191,1151,1115,1101,1073,1029,860,834,508,464,449,405,656,604,564,524,484,0,534,0,620,0,692,486,437,350,261,138,89,49,0,42,107,135,169,195,220,255,284,980,1000,1020,1080,1100,1120,1180,1200,1220,1280,1300,1320,1380,1400,1420,1480,1500,1520,1580,1600,1620,397,309,220
58,637,1456,1460,1414,1370,1373,1329,1289,1293,1246,1890,1554,1558,1307,1290,1262,1218,1176,1490,1465,1440,1399,1386,1327,1321,1287,1249,1231,1196,1158,1141,1116,1075,902,879,469,425,410,366,696,545,505,465,425,0,574,0,660,0,732,527,477,390,302,178,130,89,42,0,61,95,128,154,179,213,248,946,966,986,1046,1066,1086,1146,1166,1186,1246,1266,1286,1346,1366,1386,1446,1466,1486,1546,1566,1586,439,349,260
59,611,1452,1455,1409,1365,1368,1324,1284,1286,1239,1172,1498,1534,1341,1324,1296,1252,1210,1060,1018,979,956,944,881,860,839,797,785,748,708,697,668,629,457,432,427,383,367,338,331,371,411,452,493,0,647,0,732,0,815,614,565,477,390,267,218,178,107,61,0,5,40,65,90,125,130,922,943,964,1023,1043,1063,1123,1143,1164,1219,1241,1259,1319,1340,1360,1419,1439,1459,1519,1539,1560,524,437,348
60,621,1252,1255,1209,1165,1168,1124,1084,1086,1039,1117,1535,1542,1349,1332,1304,1260,1218,1055,1029,991,968,955,894,880,850,808,798,759,719,711,678,637,467,441,434,390,374,345,348,398,438,479,520,0,674,0,859,0,942,619,570,482,397,273,225,184,135,95,5,0,38,60,86,121,126,927,948,969,1028,1048,1068,1128,1148,1169,1224,1246,1264,1324,1345,1365,1424,1444,1464,1524,1544,1565,531,443,354
61,655,1496,1500,1446,1402,1405,1361,1321,1323,1276,1205,1570,1502,948,931,903,859,817,1088,1060,1019,1002,984,918,904,879,841,823,792,749,746,709,670,497,471,468,424,408,379,372,412,452,492,533,0,687,0,772,0,855,655,606,518,431,307,258,219,169,128,40,38,0,25,50,85,95,962,983,1004,1063,1083,1103,1163,1183,1204,1259,1281,1299,1359,1380,1400,1459,1479,1499,1559,1579,1600,566,479,388
62,680,1337,1340,1294,1250,1253,1209,1169,1172,1125,1177,1595,1602,968,951,923,879,837,1114,1089,1056,1025,1013,953,933,909,871,856,818,780,770,734,697,524,501,494,450,434,405,406,446,486,527,568,0,722,0,807,0,890,679,630,542,456,332,284,243,195,154,65,60,25,0,25,60,65,980,1000,1020,1080,1100,1120,1180,1200,1220,1280,1300,1320,1380,1400,1420,1480,1500,1520,1580,1600,1620,590,503,414
