,P,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,51N,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,52N,53N,54N
63,706,1576,1580,1534,1490,1493,1449,1409,1412,1365,1245,1621,1627,988,971,943,899,857,1139,1114,1076,1051,1041,980,967,939,892,876,843,802,797,759,723,549,524,520,476,460,431,439,479,519,559,600,0,754,0,839,0,922,706,657,569,481,357,308,268,220,179,90,86,50,25,0,35,40,1005,1025,1045,1105,1125,1145,1205,1225,1245,1305,1325,1345,1405,1425,1445,1505,1525,1545,1605,1625,1645,617,529,438
64,738,1225,1229,1183,1139,1142,1098,1058,1060,1013,1236,1655,1652,976,959,931,887,845,1180,1142,1104,1082,1068,1006,985,963,925,909,878,836,821,793,753,580,556,555,511,451,422,459,499,539,579,620,0,774,0,859,0,942,740,691,603,516,392,343,303,255,213,125,121,85,60,35,0,5,1040,1060,1080,1140,1160,1180,1240,1260,1280,1340,1360,1380,1440,1460,1480,1540,1560,1580,1640,1660,1680,650,563,474
65,745,1258,1261,1215,1171,1174,1130,1090,1092,1045,1291,1661,928,956,939,911,867,825,779,1156,1119,1095,1085,1020,1008,980,935,926,892,844,835,806,765,596,569,560,516,500,471,470,510,550,590,631,0,785,0,870,0,953,745,696,608,522,398,349,309,284,248,130,126,95,65,40,5,0,1045,1065,1085,1145,1165,1185,1245,1265,1285,1345,1365,1385,1445,1465,1485,1545,1565,1585,1645,1665,1685,656,569,480
66,582,1133,1137,1091,1047,1050,1006,966,968,921,875,1260,908,936,919,891,847,805,799,748,721,689,671,615,598,574,534,514,483,450,433,406,365,440,466,487,534,542,571,651,691,731,772,813,0,967,0,1052,0,1135,1535,1584,1328,1226,1111,1058,1022,980,946,922,927,962,980,1005,1040,1045,0,20,40,100,120,140,200,220,240,300,320,340,400,420,440,500,520,540,600,620,640,1373,1290,1196
67,600,1147,1150,1104,1060,1063,1019,979,982,935,857,1281,888,916,899,871,827,785,820,770,748,716,693,643,623,595,557,541,510,471,454,430,387,460,487,508,552,568,597,681,721,761,802,843,0,992,0,1077,0,1160,1555,1604,1350,1247,1132,1080,1042,1000,966,943,948,983,1000,1025,1060,1065,20,0,20,80,100,120,180,200,220,280,300,320,380,400,420,480,500,520,580,600,620,1393,1311,1217
68,621,1198,1201,1155,1111,1114,1070,1030,1032,985,916,1301,868,896,879,851,807,765,879,796,771,737,715,660,645,618,586,561,533,498,474,448,405,483,507,528,572,588,617,712,752,792,833,874,0,1028,0,1113,0,1196,1575,1624,1370,1276,1152,1100,1062,1020,986,964,969,1004,1020,1045,1080,1085,40,20,0,60,80,100,160,180,200,260,280,300,360,380,400,460,480,500,560,580,600,1413,1330,1237
69,682,1258,1251,1205,1161,1164,1120,1080,1082,1035,976,1361,848,876,859,831,787,745,899,849,818,791,772,718,694,677,642,615,592,547,534,508,464,538,566,588,632,648,677,759,799,839,880,921,0,1075,0,1160,0,1243,1636,1685,1430,1326,1212,1158,1122,1080,1046,1023,1028,1063,1080,1105,1140,1145,100,80,60,0,20,40,100,120,140,200,220,240,300,320,340,400,420,440,500,520,540,1473,1390,1297
70,702,804,806,760,716,719,675,635,637,590,958,1382,828,856,839,811,767,725,920,867,848,818,799,746,725,703,662,642,613,573,560,529,485,561,586,609,653,669,698,776,816,856,897,938,0,1092,0,1177,0,1260,1656,1705,1451,1348,1232,1178,1142,1100,1066,1043,1048,1083,1100,1125,1160,1165,120,100,80,20,0,20,80,100,120,180,200,220,280,300,320,380,400,420,480,500,520,1493,1411,1317
71,720,917,920,874,830,833,789,749,751,704,1017,1012,808,836,819,791,747,705,979,898,875,838,822,772,746,722,689,672,630,592,575,546,506,582,609,628,672,687,716,798,838,878,919,959,0,1113,0,1198,0,1281,1677,1726,1471,1370,1252,1200,1162,1120,1086,1063,1068,1103,1120,1145,1180,1185,140,120,100,40,20,0,60,80,100,160,180,200,260,280,300,360,380,400,460,480,500,1513,1430,1337
72,782,857,860,814,770,773,729,789,791,744,575,951,788,816,799,771,727,685,1000,948,922,893,876,817,792,778,741,714,695,649,635,607,564,638,664,687,731,747,776,853,893,933,974,1014,0,1168,0,1253,0,1336,1735,1784,1530,1427,1312,1260,1222,1180,1146,1123,1128,1163,1180,1205,1240,1245,200,180,160,100,80,60,0,20,40,100,120,140,100,220,240,300,320,340,400,420,440,1573,1491,1397
73,803,803,806,760,716,719,675,635,637,602,499,929,768,796,779,751,707,665,1020,977,948,912,902,846,828,801,764,743,709,675,657,626,586,661,686,708,752,768,797,876,916,956,997,1037,0,1191,0,1276,0,1359,1757,1806,1550,1448,1332,1280,1242,1200,1166,1143,1148,1183,1200,1225,1260,1265,220,200,180,120,100,80,20,0,20,80,100,120,180,200,220,280,300,320,380,400,420,1593,1511,1417
74,823,817,820,774,730,733,689,649,651,616,536,909,748,776,759,731,687,645,1016,998,975,940,920,870,850,827,787,768,732,697,674,650,608,680,712,728,772,788,817,900,940,980,1031,1071,0,1225,0,1310,0,1393,1777,1826,1570,1469,1352,1300,1262,1220,1186,1164,1169,1204,1220,1245,1280,1285,240,220,200,140,120,100,40,20,0,60,80,100,160,180,200,260,280,300,360,380,400,1613,1532,1437
75,889,824,827,781,737,740,696,656,658,623,541,575,728,756,739,711,667,625,410,392,369,329,312,313,323,360,400,417,438,489,504,529,576,745,774,793,837,853,882,952,992,1032,1073,1113,0,1267,0,1352,0,1435,1837,1886,1630,1529,1412,1360,1322,1280,1246,1219,1224,1259,1280,1305,1340,1345,300,280,260,200,180,160,100,80,60,0,20,40,100,120,140,200,220,240,300,320,340,1680,1586,1500
76,908,791,794,748,704,707,663,623,625,590,509,535,708,736,719,691,647,605,432,414,390,353,334,340,349,377,423,446,462,512,523,554,596,766,796,814,858,874,903,976,1016,1056,1097,1137,0,1291,0,1376,0,1459,1856,1905,1651,1549,1432,1380,1342,1300,1266,1241,1246,1281,1300,1325,1360,1365,320,300,280,220,200,180,120,100,80,20,0,20,80,100,120,180,200,220,280,300,320,1700,1593,1520
77,930,864,866,820,776,779,735,695,697,662,581,515,688,716,699,671,627,585,453,435,394,378,361,362,369,403,445,467,478,528,546,568,621,787,815,833,877,893,922,995,1035,1075,1116,1156,0,1310,0,1395,0,1478,1877,1926,1672,1569,1452,1400,1362,1320,1286,1259,1264,1299,1320,1345,1380,1385,340,320,300,240,220,200,140,120,100,40,20,0,60,80,100,160,180,200,260,280,300,1720,1613,1540
78,988,924,927,881,837,840,796,756,758,698,642,495,668,696,679,651,607,565,513,494,444,423,411,407,421,464,497,515,539,593,606,629,677,846,874,893,937,953,982,1048,1088,1128,1169,1209,0,1363,0,1448,0,1531,1937,1986,1731,1629,1512,1460,1422,1380,1346,1319,1324,1359,1380,1405,1440,1445,400,380,360,300,280,260,100,180,160,100,80,60,0,20,40,100,120,140,200,220,240,1780,1633,1600
79,1008,964,967,921,877,880,836,796,798,735,609,475,648,676,659,631,587,545,532,515,467,454,441,436,445,489,528,541,558,614,623,652,695,867,892,913,957,973,1002,1078,1118,1158,1199,1239,0,1393,0,1478,0,1561,1956,2005,1751,1649,1532,1480,1442,1400,1366,1340,1345,1380,1400,1425,1460,1465,420,400,380,320,300,280,220,200,180,120,100,80,20,0,20,80,100,120,180,200,220,1800,1693,1620
80,1026,619,622,576,532,835,791,751,753,694,683,455,628,656,639,611,567,525,553,535,493,476,461,460,474,508,546,565,585,632,648,670,721,886,917,933,977,993,1022,1103,1143,1183,1224,1264,0,1418,0,1503,0,1586,1977,2026,1770,1669,1552,1500,1462,1420,1386,1360,1365,1400,1420,1445,1480,1485,440,420,400,340,320,300,240,220,200,140,120,100,40,20,0,60,80,100,160,180,200,1820,1713,1640
81,1086,864,867,821,777,780,736,696,698,643,355,435,608,636,619,591,547,505,633,596,540,526,509,512,524,565,604,614,636,695,706,732,777,948,975,992,1036,1052,1081,1154,1194,1234,1275,1315,0,1469,0,1554,0,1637,2037,2086,1830,1729,1612,1560,1522,1480,1446,1419,1424,1459,1480,1505,1540,1545,500,480,460,400,380,360,300,280,260,200,180,160,100,80,60,0,20,40,100,120,140,1880,1733,1700
82,1107,480,483,437,393,396,353,313,315,290,276,415,588,616,599,571,527,485,654,615,570,557,542,539,548,588,628,640,664,715,725,755,801,966,994,1014,1058,1074,1103,1177,1217,1257,1298,1338,0,1492,0,1577,0,1660,2057,2106,1850,1749,1632,1580,1542,1500,1466,1439,1444,1479,1500,1525,1560,1565,520,500,480,420,400,380,320,300,280,220,200,180,120,100,80,20,0,20,80,100,120,1900,1793,1720
83,1129,518,523,477,433,436,393,353,355,242,314,395,568,596,579,551,507,465,713,634,590,579,560,565,576,612,649,668,688,733,752,778,823,989,1014,1034,1078,1094,1123,1201,1241,1281,1322,1362,0,1516,0,1601,0,1684,2078,2127,1870,1769,1652,1600,1562,1520,1486,1459,1464,1499,1520,1545,1580,1585,540,520,500,440,420,400,340,320,300,240,220,200,140,120,100,40,20,0,60,80,100,1920,1813,1740
84,1189,459,462,416,372,375,331,291,293,150,255,375,548,576,559,531,487,445,733,695,640,624,611,612,620,664,704,716,737,791,807,828,880,1048,1074,1094,1138,1154,1183,1254,1294,1334,1375,1415,0,1569,0,1654,0,1737,2137,2186,1930,1829,1712,1660,1624,1580,1546,1519,1524,1559,1580,1605,1640,1645,600,580,560,500,480,460,400,380,360,300,280,260,200,180,160,100,80,60,0,20,40,1980,1833,1800
85,1208,380,383,337,293,296,252,212,215,144,176,355,528,556,539,511,467,425,754,716,673,658,642,640,647,689,732,746,766,814,827,852,899,1070,1099,1115,1159,1175,1204,1276,1316,1356,1397,1437,0,1591,0,1676,0,1759,2158,2207,1945,1850,1732,1680,1644,1600,1566,1539,1544,1579,1600,1625,1660,1665,620,600,580,520,500,480,420,400,380,320,300,280,220,200,180,120,100,80,20,0,20,2000,1893,1820
86,1230,419,422,376,332,225,189,159,162,142,214,315,508,536,519,491,427,405,773,734,692,679,669,664,678,714,754,768,784,837,850,877,922,1095,1121,1135,1179,1195,1224,1299,1339,1379,1420,1460,0,1614,0,1699,0,1782,2176,2225,1970,1870,1752,1700,1664,1620,1586,1560,1565,1600,1620,1645,1680,1685,640,620,600,540,520,500,440,420,400,340,320,300,240,220,200,140,120,100,40,20,0,2020,1913,1840
52N,1073,2044,2029,2017,1966,1944,1934,1881,1861,1846,1768,1753,1725,1681,1664,1636,1592,1548,1656,1747,1717,1658,1655,1604,1596,1561,1521,1510,1478,1437,1415,1391,1348,1178,1154,887,844,829,797,964,678,639,598,557,0,604,0,575,0,494,90,40,47,137,261,306,349,397,439,524,531,566,590,617,650,656,1373,1393,1413,1473,1493,1513,1573,1593,1613,1680,1700,1720,1780,1800,1820,1880,1900,1920,1980,2000,2020,0,1933,179
53N,985,1956,1941,1929,1878,1856,1846,1793,1773,1758,1680,1665,1637,1593,1576,1548,1504,1460,1746,1837,1808,1753,1742,1690,1683,1657,1613,1595,1567,1518,1509,1482,1437,1271,1239,799,755,740,711,1056,593,552,510,469,0,507,0,590,0,575,177,128,40,48,169,219,259,309,349,437,443,479,503,529,563,569,1290,1311,1330,1390,1411,1430,1491,1511,1532,1586,1593,1613,1633,1693,1713,1733,1793,1813,1833,1893,1913,1933,0,91
54N,897,1866,1851,1839,1788,1766,1756,1701,1682,1670,1592,1575,1548,1506,1489,1461,1417,1374,1835,1927,1896,1840,1837,1790,1776,1743,1702,1691,1657,1614,1598,1573,1525,1358,1330,709,664,649,619,1145,500,461,420,379,0,417,0,500,0,581,266,218,131,41,83,130,170,220,260,348,354,388,414,438,474,480,1196,1217,1237,1297,1317,1337,1397,1417,1437,1500,1520,1540,1600,1620,1640,1700,1720,1740,1800,1820,1840,179,91,0
